requirement_id,requirement_title,requirement_type,requirement_group,priority_p,moscow,severity,section_path,linked_requirement_ids,obsidian_epic_key,obsidian_epic_link,obsidian_story_key,obsidian_story_link,design_artifact_id,design_artifact_link,test_case_id,test_type,test_link,design_status,dev_status,test_status,overall_status,owner,notes
FR-M7-009,히트맵,FR,M7,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.3 결과 비교 및 시각화,,,,,,,,,,,,,,,,
FR-M7-010,Monte Carlo 시뮬레이션,FR,M7,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.4 민감도 분석,,,,,,,,,,,,,,,,
FR-M7-011,최악/기대/최선 시나리오,FR,M7,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.4 민감도 분석,,,,,,,,,,,,,,,,
FR-M7-012,웹 기반 시뮬레이터,FR,M7,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.5 인터랙티브 시뮬레이터,,,,,,,,,,,,,,,,
FR-M7-013,결과 저장 및 공유,FR,M7,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.5 인터랙티브 시뮬레이터,,,,,,,,,,,,,,,,
FR-M8-001,지표 분류,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.1 건강도 지표체계,,,,,,,,,,,,,,,,
FR-M8-002,지표 데이터 수집,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.1 건강도 지표체계,,,,,,,,,,,,,,,,
FR-M8-003,지표 정규화,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.1 건강도 지표체계,,,,,,,,,,,,,,,,
FR-M8-004,가중치 설정,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.2 건강도 점수 계산,,,,,,,,,,,,,,,,
FR-M8-005,종합 점수 계산,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.2 건강도 점수 계산,,,,,,,,,,,,,,,,
FR-M8-006,취약 영역 식별,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.2 건강도 점수 계산,,,,,,,,,,,,,,,,
FR-M8-007,국가별 건강도 비교,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.3 국제 비교,,,,,,,,,,,,,,,,
FR-M8-008,순위 산출,FR,M8,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.3 국제 비교,,,,,,,,,,,,,,,,
FR-M8-009,스코어카드,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.4 대시보드,,,,,,,,,,,,,,,,
FR-M8-010,레이더 차트,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.4 대시보드,,,,,,,,,,,,,,,,
FR-M8-011,시계열 추적,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.4 대시보드,,,,,,,,,,,,,,,,
FR-M8-012,분기별 진단 보고서,FR,M8,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.5 보고서,,,,,,,,,,,,,,,,
FR-M8-013,개선 권고 자동 생성,FR,M8,P2,Could have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.5 보고서,,,,,,,,,,,,,,,,
FR-M9-001,대안 입력 폼,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.1 정책 대안 입력,,,,,,,,,,,,,,,,
FR-M9-002,복수 대안 등록,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.1 정책 대안 입력,,,,,,,,,,,,,,,,
FR-M9-003,Module 7 시뮬레이션 자동 실행,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.2 리스크 분석,,,,,,,,,,,,,,,,
FR-M9-004,최악/기대/최선 시나리오,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.2 리스크 분석,,,,,,,,,,,,,,,,
FR-M9-005,표준편차 계산,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.2 리스크 분석,,,,,,,,,,,,,,,,
FR-M9-006,리스크 매트릭스,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.2 리스크 분석,,,,,,,,,,,,,,,,
FR-M9-007,평가 기준 설정,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.3 다기준 의사결정 분석 (MCDA),,,,,,,,,,,,,,,,
FR-M9-008,대안 평가,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.3 다기준 의사결정 분석 (MCDA),,,,,,,,,,,,,,,,
FR-M9-009,종합 점수 계산,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.3 다기준 의사결정 분석 (MCDA),,,,,,,,,,,,,,,,
FR-M9-010,TOPSIS 분석,FR,M9,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.3 다기준 의사결정 분석 (MCDA),,,,,,,,,,,,,,,,
FR-M9-011,가중치 민감도 분석,FR,M9,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.4 민감도 분석,,,,,,,,,,,,,,,,
FR-M9-012,What-if 분석,FR,M9,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.4 민감도 분석,,,,,,,,,,,,,,,,
FR-M9-013,자동 권고안 생성,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.5 의사결정 권고안 도출,,,,,,,,TC-M9-001,통합 테스트,,,,,,,
FR-M9-014,권고안 편집,FR,M9,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.5 의사결정 권고안 도출,,,,,,,,,,,,,,,,
FR-M9-015,권고안 승인 워크플로우,FR,M9,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.5 의사결정 권고안 도출,,,,,,,,,,,,,,,,
FR-M9-016,비교 보고서 자동 생성,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.6 보고서 생성,,,,,,,,,,,,,,,,
FR-M9-017,보고서 형식,FR,M9,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.6 보고서 생성,,,,,,,,,,,,,,,,
FR-COM-001,사용자 등록,FR,COM,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,,,,,,,,,,,,,,,,
FR-COM-002,역할 기반 접근 제어 (RBAC),FR,COM,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,,,,,,,,,,,,,,,,
FR-COM-003,로그인/로그아웃,FR,COM,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,,,,,,backend/app/main.py,backend/app/main.py,,,backend/tests/test_auth.py,done,done,done,done,,"/auth/login, /auth/logout, /me 엔드포인트 구현 및 테스트 통과"
FR-COM-004,SSO 연동,FR,COM,P2,Could have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,,,,,,,,,,,,,,,,
FR-COM-005,비밀번호 재설정,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,,,,,,,,,,,,,,,,
FR-COM-006,이메일 알림,FR,COM,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.2 알림 시스템,,,,,,,,,,,,,,,,
FR-COM-007,Slack 알림,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.2 알림 시스템,,,,,,,,,,,,,,,,
FR-COM-008,알림 설정,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.2 알림 시스템,,,,,,,,,,,,,,,,
FR-COM-009,통합 검색,FR,COM,P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.3 검색,,,,,,,,,,,,,,,,
FR-COM-010,고급 검색,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.3 검색,,,,,,,,,,,,,,,,
FR-COM-011,데이터 내보내기,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.4 내보내기 및 공유,,,,,,,,,,,,,,,,
FR-COM-012,차트 이미지 저장,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.4 내보내기 및 공유,,,,,,,,,,,,,,,,
FR-COM-013,보고서 공유,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.4 내보내기 및 공유,,,,,,,,,,,,,,,,
FR-COM-014,온라인 매뉴얼,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.5 도움말 및 지원,,,,,,,,,,,,,,,,
FR-COM-015,튜토리얼,FR,COM,P2,Could have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.5 도움말 및 지원,,,,,,,,,,,,,,,,
FR-COM-016,헬프데스크,FR,COM,P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.5 도움말 및 지원,,,,,,,,,,,,,,,,
NFR-PERF-001,응답 시간,NFR,PERF,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),,,,,,,,,,,,,,,,
NFR-PERF-002,동시 사용자,NFR,PERF,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),,,,,,,,,,,,,,,,
NFR-PERF-003,데이터 처리량,NFR,PERF,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),,,,,,,,,,,,,,,,
NFR-PERF-004,데이터베이스 쿼리 최적화,NFR,PERF,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),,,,,,,,,,,,,,,,
NFR-PERF-005,확장성,NFR,PERF,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),,,,,,,,,,,,,,,,
NFR-AVAIL-001,시스템 가동률,NFR,AVAIL,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.2 가용성 (Availability),,,,,,,,,,,,,,,,
NFR-AVAIL-002,백업,NFR,AVAIL,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.2 가용성 (Availability),,,,,,,,,,,,,,,,
NFR-AVAIL-003,재해 복구,NFR,AVAIL,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.2 가용성 (Availability),,,,,,,,,,,,,,,,
NFR-AVAIL-004,데이터 복구 시점,NFR,AVAIL,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.2 가용성 (Availability),,,,,,,,,,,,,,,,
NFR-SEC-001,인증,NFR,SEC,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),,,,,,,,,,,,,,,,
NFR-SEC-002,권한 관리,NFR,SEC,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),,,,,,,,,,,,,,,,
NFR-SEC-003,데이터 암호화,NFR,SEC,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),,,,,,,,,,,,,,,,
NFR-SEC-004,비밀번호 정책,NFR,SEC,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),,,,,,,,,,,,,,,,
NFR-SEC-005,세션 관리,NFR,SEC,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),,,,,,,,,,,,,,,,
NFR-SEC-006,감사 로그,NFR,SEC,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),,,,,,,,,,,,,,,,
NFR-SEC-007,침입 탐지,NFR,SEC,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),,,,,,,,,,,,,,,,
NFR-USAB-001,직관적 UI,NFR,USAB,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.4 사용성 (Usability),,,,,,,,,,,,,,,,
NFR-USAB-002,반응형 디자인,NFR,USAB,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.4 사용성 (Usability),,,,,,,,,,,,,,,,
NFR-USAB-003,접근성,NFR,USAB,,,Medium,4. 비기능 요구사항 (Non-Functional Requirements) > 4.4 사용성 (Usability),,,,,,,,,,,,,,,,
NFR-USAB-004,다국어 지원,NFR,USAB,,,Medium,4. 비기능 요구사항 (Non-Functional Requirements) > 4.4 사용성 (Usability),,,,,,,,,,,,,,,,
NFR-MAINT-001,모듈화,NFR,MAINT,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),,,,,,,,,,,,,,,,
NFR-MAINT-002,코드 품질,NFR,MAINT,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),,,,,,,,,,,,,,,,
NFR-MAINT-003,문서화,NFR,MAINT,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),,,,,,,,,,,,,,,,
NFR-MAINT-004,로깅,NFR,MAINT,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),,,,,,,,,,,,,,,,
NFR-MAINT-005,모니터링,NFR,MAINT,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),,,,,,,,,,,,,,,,
NFR-COMPAT-001,브라우저 지원,NFR,COMPAT,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.6 호환성 (Compatibility),,,,,,,,,,,,,,,,
NFR-COMPAT-002,외부 시스템 연동,NFR,COMPAT,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.6 호환성 (Compatibility),,,,,,,,,,,,,,,,
NFR-COMPAT-003,데이터 포맷,NFR,COMPAT,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.6 호환성 (Compatibility),,,,,,,,,,,,,,,,
NFR-COMP-001,개인정보보호법 준수,NFR,COMP,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.7 규정 준수 (Compliance),,,,,,,,,,,,,,,,
NFR-COMP-002,전자정부법 준수,NFR,COMP,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.7 규정 준수 (Compliance),,,,,,,,,,,,,,,,
NFR-COMP-003,GDPR 준수,NFR,COMP,,,Medium,4. 비기능 요구사항 (Non-Functional Requirements) > 4.7 규정 준수 (Compliance),,,,,,,,,,,,,,,,
DR-QUAL-001,정확성 (Accuracy),DR,QUAL,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,,,,,,,,,,,,,,,,
DR-QUAL-002,완전성 (Completeness),DR,QUAL,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,,,,,,,,,,,,,,,,
DR-QUAL-003,일관성 (Consistency),DR,QUAL,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,,,,,,,,,,,,,,,,
DR-QUAL-004,시의성 (Timeliness),DR,QUAL,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,,,,,,,,,,,,,,,,
DR-QUAL-005,중복 제거 (Deduplication),DR,QUAL,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,,,,,,,,,,,,,,,,
DR-ARCH-001,원본 보관,DR,ARCH,,,Critical,5. 데이터 요구사항 > 5.3 데이터 보관 및 아카이빙,,,,,,,,,,,,,,,,
DR-ARCH-002,처리된 데이터,DR,ARCH,,,Critical,5. 데이터 요구사항 > 5.3 데이터 보관 및 아카이빙,,,,,,,,,,,,,,,,
DR-ARCH-003,로그 보관,DR,ARCH,,,High,5. 데이터 요구사항 > 5.3 데이터 보관 및 아카이빙,,,,,,,,,,,,,,,,
DR-ARCH-004,백업 보관,DR,ARCH,,,Critical,5. 데이터 요구사항 > 5.3 데이터 보관 및 아카이빙,,,,,,,,,,,,,,,,
DR-GOV-001,데이터 소유권,DR,GOV,,,Critical,5. 데이터 요구사항 > 5.4 데이터 거버넌스,,,,,,,,,,,,,,,,
DR-GOV-002,메타데이터 관리,DR,GOV,,,High,5. 데이터 요구사항 > 5.4 데이터 거버넌스,,,,,,,,,,,,,,,,
DR-GOV-003,데이터 사전,DR,GOV,,,High,5. 데이터 요구사항 > 5.4 데이터 거버넌스,,,,,,,,,,,,,,,,
IR-UI-001,웹 기반,IR,UI,,,Critical,6. 인터페이스 요구사항 > 6.1 사용자 인터페이스 (UI),,,,,,,,,,,,,,,,
IR-UI-002,반응형 디자인,IR,UI,,,High,6. 인터페이스 요구사항 > 6.1 사용자 인터페이스 (UI),,,,,,,,,,,,,,,,
IR-UI-003,일관된 디자인,IR,UI,,,High,6. 인터페이스 요구사항 > 6.1 사용자 인터페이스 (UI),,,,,,,,,,,,,,,,
IR-UI-004,접근성,IR,UI,,,Medium,6. 인터페이스 요구사항 > 6.1 사용자 인터페이스 (UI),,,,,,,,,,,,,,,,
IR-API-001,RESTful API,IR,API,,,Critical,6. 인터페이스 요구사항 > 6.2 외부 API 연동,,,,,,,,,,,,,,,,
IR-API-002,API 문서화,IR,API,,,High,6. 인터페이스 요구사항 > 6.2 외부 API 연동,,,,,,,,,,,,,,,,
IR-API-003,API 버저닝,IR,API,,,High,6. 인터페이스 요구사항 > 6.2 외부 API 연동,,,,,,,,,,,,,,,,
IR-INTEG-001,NTIS 연동,IR,INTEG,,,High,6. 인터페이스 요구사항 > 6.3 부처 데이터 연계,,,,,,,,,,,,,,,,
IR-INTEG-002,산업통계 연동,IR,INTEG,,,High,6. 인터페이스 요구사항 > 6.3 부처 데이터 연계,,,,,,,,,,,,,,,,
IR-INTEG-003,식약처 연동,IR,INTEG,,,Medium,6. 인터페이스 요구사항 > 6.3 부처 데이터 연계,,,,,,,,,,,,,,,,
IR-NOTIF-001,SMTP 서버,IR,NOTIF,,,Critical,6. 인터페이스 요구사항 > 6.4 이메일 및 알림,,,,,,,,,,,,,,,,
IR-NOTIF-002,Slack 웹훅,IR,NOTIF,,,High,6. 인터페이스 요구사항 > 6.4 이메일 및 알림,,,,,,,,,,,,,,,,
CONST-TECH-001,클라우드 플랫폼,CONST,TECH,,,,7. 제약사항 (Constraints) > 7.1 기술적 제약사항,,,,,,,,,,,,,,,,
CONST-TECH-002,프로그래밍 언어,CONST,TECH,,,,7. 제약사항 (Constraints) > 7.1 기술적 제약사항,,,,,,,,,,,,,,,,
CONST-TECH-003,프론트엔드 프레임워크,CONST,TECH,,,,7. 제약사항 (Constraints) > 7.1 기술적 제약사항,,,,,,,,,,,,,,,,
CONST-TECH-004,데이터베이스,CONST,TECH,,,,7. 제약사항 (Constraints) > 7.1 기술적 제약사항,,,,,,,,,,,,,,,,
CONST-BUD-001,총 사업비,CONST,BUD,,,,7. 제약사항 (Constraints) > 7.2 예산 제약사항,,,,,,,,,,,,,,,,
CONST-BUD-002,클라우드 비용,CONST,BUD,,,,7. 제약사항 (Constraints) > 7.2 예산 제약사항,,,,,,,,,,,,,,,,
CONST-SCHED-001,개발 기간,CONST,SCHED,,,,7. 제약사항 (Constraints) > 7.3 일정 제약사항,,,,,,,,,,,,,,,,
CONST-SCHED-002,Phase 1 완료,CONST,SCHED,,,,7. 제약사항 (Constraints) > 7.3 일정 제약사항,,,,,,,,,,,,,,,,
CONST-ORG-001,내부 인력,CONST,ORG,,,,7. 제약사항 (Constraints) > 7.4 조직적 제약사항,,,,,,,,,,,,,,,,
CONST-ORG-002,외부 의존성,CONST,ORG,,,,7. 제약사항 (Constraints) > 7.4 조직적 제약사항,,,,,,,,,,,,,,,,
CONST-LEG-001,개인정보보호,CONST,LEG,,,,7. 제약사항 (Constraints) > 7.5 법규 제약사항,,,,,,,,,,,,,,,,
CONST-LEG-002,저작권,CONST,LEG,,,,7. 제약사항 (Constraints) > 7.5 법규 제약사항,,,,,,,,,,,,,,,,
