id,type,group,number,title,raw_tags,priority_p,moscow,severity,section_path,source_file
FR-M6-005,FR,M6,005,TRL 자동 추정,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.7 Module 6: 바이오기술 분야별 기술성숙도(TRL) 대시보드 > 3.7.2 TRL 평가,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M6-006,FR,M6,006,TRL 수동 조정,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.7 Module 6: 바이오기술 분야별 기술성숙도(TRL) 대시보드 > 3.7.2 TRL 평가,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M6-007,FR,M6,007,TRL 분포 시각화,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.7 Module 6: 바이오기술 분야별 기술성숙도(TRL) 대시보드 > 3.7.3 대시보드,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M6-008,FR,M6,008,필터링,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.7 Module 6: 바이오기술 분야별 기술성숙도(TRL) 대시보드 > 3.7.3 대시보드,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M6-009,FR,M6,009,드릴다운,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.7 Module 6: 바이오기술 분야별 기술성숙도(TRL) 대시보드 > 3.7.3 대시보드,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M6-010,FR,M6,010,분기별 TRL 보고서,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.7 Module 6: 바이오기술 분야별 기술성숙도(TRL) 대시보드 > 3.7.4 보고서,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-001,FR,M7,001,시나리오 입력 인터페이스,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.1 시나리오 설정,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-002,FR,M7,002,사전 정의된 시나리오 제공,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.1 시나리오 설정,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-003,FR,M7,003,SD 모델 연동,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.2 시뮬레이션 실행,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-004,FR,M7,004,시나리오별 결과 산출,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.2 시뮬레이션 실행,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-005,FR,M7,005,복수 시나리오 동시 실행,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.2 시뮬레이션 실행,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-006,FR,M7,006,시나리오 비교 표,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.3 결과 비교 및 시각화,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-007,FR,M7,007,시계열 그래프,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.3 결과 비교 및 시각화,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-008,FR,M7,008,레이더 차트,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.3 결과 비교 및 시각화,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-009,FR,M7,009,히트맵,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.3 결과 비교 및 시각화,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-010,FR,M7,010,Monte Carlo 시뮬레이션,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.4 민감도 분석,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-011,FR,M7,011,최악/기대/최선 시나리오,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.4 민감도 분석,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-012,FR,M7,012,웹 기반 시뮬레이터,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.5 인터랙티브 시뮬레이터,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M7-013,FR,M7,013,결과 저장 및 공유,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.8 Module 7: 예산 투입 변화에 따른 정책 수단 효과 분석 > 3.8.5 인터랙티브 시뮬레이터,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-001,FR,M8,001,지표 분류,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.1 건강도 지표체계,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-002,FR,M8,002,지표 데이터 수집,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.1 건강도 지표체계,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-003,FR,M8,003,지표 정규화,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.1 건강도 지표체계,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-004,FR,M8,004,가중치 설정,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.2 건강도 점수 계산,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-005,FR,M8,005,종합 점수 계산,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.2 건강도 점수 계산,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-006,FR,M8,006,취약 영역 식별,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.2 건강도 점수 계산,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-007,FR,M8,007,국가별 건강도 비교,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.3 국제 비교,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-008,FR,M8,008,순위 산출,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.3 국제 비교,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-009,FR,M8,009,스코어카드,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.4 대시보드,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-010,FR,M8,010,레이더 차트,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.4 대시보드,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-011,FR,M8,011,시계열 추적,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.4 대시보드,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-012,FR,M8,012,분기별 진단 보고서,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.5 보고서,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M8-013,FR,M8,013,개선 권고 자동 생성,"P2, Could have",P2,Could have,,3. 기능 요구사항 (Functional Requirements) > 3.9 Module 8: 생명공학정책 생태계 건강도 진단 > 3.9.5 보고서,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-001,FR,M9,001,대안 입력 폼,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.1 정책 대안 입력,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-002,FR,M9,002,복수 대안 등록,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.1 정책 대안 입력,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-003,FR,M9,003,Module 7 시뮬레이션 자동 실행,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.2 리스크 분석,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-004,FR,M9,004,최악/기대/최선 시나리오,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.2 리스크 분석,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-005,FR,M9,005,표준편차 계산,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.2 리스크 분석,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-006,FR,M9,006,리스크 매트릭스,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.2 리스크 분석,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-007,FR,M9,007,평가 기준 설정,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.3 다기준 의사결정 분석 (MCDA),/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-008,FR,M9,008,대안 평가,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.3 다기준 의사결정 분석 (MCDA),/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-009,FR,M9,009,종합 점수 계산,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.3 다기준 의사결정 분석 (MCDA),/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-010,FR,M9,010,TOPSIS 분석,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.3 다기준 의사결정 분석 (MCDA),/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-011,FR,M9,011,가중치 민감도 분석,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.4 민감도 분석,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-012,FR,M9,012,What-if 분석,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.4 민감도 분석,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-013,FR,M9,013,자동 권고안 생성,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.5 의사결정 권고안 도출,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-014,FR,M9,014,권고안 편집,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.5 의사결정 권고안 도출,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-015,FR,M9,015,권고안 승인 워크플로우,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.5 의사결정 권고안 도출,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-016,FR,M9,016,비교 보고서 자동 생성,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.6 보고서 생성,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-M9-017,FR,M9,017,보고서 형식,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.10 Module 9: 정책 리스크 분석 및 의사결정지원시스템(DSS) > 3.10.6 보고서 생성,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-001,FR,COM,001,사용자 등록,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-002,FR,COM,002,역할 기반 접근 제어 (RBAC),"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-003,FR,COM,003,로그인/로그아웃,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-004,FR,COM,004,SSO 연동,"P2, Could have",P2,Could have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-005,FR,COM,005,비밀번호 재설정,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.1 사용자 관리,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-006,FR,COM,006,이메일 알림,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.2 알림 시스템,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-007,FR,COM,007,Slack 알림,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.2 알림 시스템,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-008,FR,COM,008,알림 설정,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.2 알림 시스템,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-009,FR,COM,009,통합 검색,"P0, Must have",P0,Must have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.3 검색,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-010,FR,COM,010,고급 검색,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.3 검색,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-011,FR,COM,011,데이터 내보내기,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.4 내보내기 및 공유,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-012,FR,COM,012,차트 이미지 저장,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.4 내보내기 및 공유,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-013,FR,COM,013,보고서 공유,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.4 내보내기 및 공유,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-014,FR,COM,014,온라인 매뉴얼,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.5 도움말 및 지원,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-015,FR,COM,015,튜토리얼,"P2, Could have",P2,Could have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.5 도움말 및 지원,/workspace/docs/requirements/requirements-spec-v1.0.md
FR-COM-016,FR,COM,016,헬프데스크,"P1, Should have",P1,Should have,,3. 기능 요구사항 (Functional Requirements) > 3.11 공통 기능 (Cross-cutting Functions) > 3.11.5 도움말 및 지원,/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-PERF-001,NFR,PERF,001,응답 시간,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-PERF-002,NFR,PERF,002,동시 사용자,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-PERF-003,NFR,PERF,003,데이터 처리량,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-PERF-004,NFR,PERF,004,데이터베이스 쿼리 최적화,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-PERF-005,NFR,PERF,005,확장성,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.1 성능 (Performance),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-AVAIL-001,NFR,AVAIL,001,시스템 가동률,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.2 가용성 (Availability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-AVAIL-002,NFR,AVAIL,002,백업,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.2 가용성 (Availability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-AVAIL-003,NFR,AVAIL,003,재해 복구,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.2 가용성 (Availability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-AVAIL-004,NFR,AVAIL,004,데이터 복구 시점,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.2 가용성 (Availability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-SEC-001,NFR,SEC,001,인증,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-SEC-002,NFR,SEC,002,권한 관리,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-SEC-003,NFR,SEC,003,데이터 암호화,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-SEC-004,NFR,SEC,004,비밀번호 정책,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-SEC-005,NFR,SEC,005,세션 관리,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-SEC-006,NFR,SEC,006,감사 로그,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-SEC-007,NFR,SEC,007,침입 탐지,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.3 보안 (Security),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-USAB-001,NFR,USAB,001,직관적 UI,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.4 사용성 (Usability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-USAB-002,NFR,USAB,002,반응형 디자인,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.4 사용성 (Usability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-USAB-003,NFR,USAB,003,접근성,Medium,,,Medium,4. 비기능 요구사항 (Non-Functional Requirements) > 4.4 사용성 (Usability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-USAB-004,NFR,USAB,004,다국어 지원,Medium,,,Medium,4. 비기능 요구사항 (Non-Functional Requirements) > 4.4 사용성 (Usability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-MAINT-001,NFR,MAINT,001,모듈화,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-MAINT-002,NFR,MAINT,002,코드 품질,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-MAINT-003,NFR,MAINT,003,문서화,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-MAINT-004,NFR,MAINT,004,로깅,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-MAINT-005,NFR,MAINT,005,모니터링,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.5 유지보수성 (Maintainability),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-COMPAT-001,NFR,COMPAT,001,브라우저 지원,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.6 호환성 (Compatibility),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-COMPAT-002,NFR,COMPAT,002,외부 시스템 연동,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.6 호환성 (Compatibility),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-COMPAT-003,NFR,COMPAT,003,데이터 포맷,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.6 호환성 (Compatibility),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-COMP-001,NFR,COMP,001,개인정보보호법 준수,Critical,,,Critical,4. 비기능 요구사항 (Non-Functional Requirements) > 4.7 규정 준수 (Compliance),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-COMP-002,NFR,COMP,002,전자정부법 준수,High,,,High,4. 비기능 요구사항 (Non-Functional Requirements) > 4.7 규정 준수 (Compliance),/workspace/docs/requirements/requirements-spec-v1.0.md
NFR-COMP-003,NFR,COMP,003,GDPR 준수,Medium,,,Medium,4. 비기능 요구사항 (Non-Functional Requirements) > 4.7 규정 준수 (Compliance),/workspace/docs/requirements/requirements-spec-v1.0.md
DR-QUAL-001,DR,QUAL,001,정확성 (Accuracy),,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-QUAL-002,DR,QUAL,002,완전성 (Completeness),,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-QUAL-003,DR,QUAL,003,일관성 (Consistency),,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-QUAL-004,DR,QUAL,004,시의성 (Timeliness),,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-QUAL-005,DR,QUAL,005,중복 제거 (Deduplication),,,,,5. 데이터 요구사항 > 5.2 데이터 품질 요구사항,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-ARCH-001,DR,ARCH,001,원본 보관,Critical,,,Critical,5. 데이터 요구사항 > 5.3 데이터 보관 및 아카이빙,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-ARCH-002,DR,ARCH,002,처리된 데이터,Critical,,,Critical,5. 데이터 요구사항 > 5.3 데이터 보관 및 아카이빙,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-ARCH-003,DR,ARCH,003,로그 보관,High,,,High,5. 데이터 요구사항 > 5.3 데이터 보관 및 아카이빙,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-ARCH-004,DR,ARCH,004,백업 보관,Critical,,,Critical,5. 데이터 요구사항 > 5.3 데이터 보관 및 아카이빙,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-GOV-001,DR,GOV,001,데이터 소유권,Critical,,,Critical,5. 데이터 요구사항 > 5.4 데이터 거버넌스,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-GOV-002,DR,GOV,002,메타데이터 관리,High,,,High,5. 데이터 요구사항 > 5.4 데이터 거버넌스,/workspace/docs/requirements/requirements-spec-v1.0.md
DR-GOV-003,DR,GOV,003,데이터 사전,High,,,High,5. 데이터 요구사항 > 5.4 데이터 거버넌스,/workspace/docs/requirements/requirements-spec-v1.0.md
IR-UI-001,IR,UI,001,웹 기반,Critical,,,Critical,6. 인터페이스 요구사항 > 6.1 사용자 인터페이스 (UI),/workspace/docs/requirements/requirements-spec-v1.0.md
IR-UI-002,IR,UI,002,반응형 디자인,High,,,High,6. 인터페이스 요구사항 > 6.1 사용자 인터페이스 (UI),/workspace/docs/requirements/requirements-spec-v1.0.md
IR-UI-003,IR,UI,003,일관된 디자인,High,,,High,6. 인터페이스 요구사항 > 6.1 사용자 인터페이스 (UI),/workspace/docs/requirements/requirements-spec-v1.0.md
IR-UI-004,IR,UI,004,접근성,Medium,,,Medium,6. 인터페이스 요구사항 > 6.1 사용자 인터페이스 (UI),/workspace/docs/requirements/requirements-spec-v1.0.md
IR-API-001,IR,API,001,RESTful API,Critical,,,Critical,6. 인터페이스 요구사항 > 6.2 외부 API 연동,/workspace/docs/requirements/requirements-spec-v1.0.md
IR-API-002,IR,API,002,API 문서화,High,,,High,6. 인터페이스 요구사항 > 6.2 외부 API 연동,/workspace/docs/requirements/requirements-spec-v1.0.md
IR-API-003,IR,API,003,API 버저닝,High,,,High,6. 인터페이스 요구사항 > 6.2 외부 API 연동,/workspace/docs/requirements/requirements-spec-v1.0.md
IR-INTEG-001,IR,INTEG,001,NTIS 연동,High,,,High,6. 인터페이스 요구사항 > 6.3 부처 데이터 연계,/workspace/docs/requirements/requirements-spec-v1.0.md
IR-INTEG-002,IR,INTEG,002,산업통계 연동,High,,,High,6. 인터페이스 요구사항 > 6.3 부처 데이터 연계,/workspace/docs/requirements/requirements-spec-v1.0.md
